,county,state,year,population
664,Moultrie County,Illinois,2019,14701.0
665,Ogle County,Illinois,2019,50993.0
666,Peoria County,Illinois,2019,182525.0
667,Perry County,Illinois,2019,21281.0
668,Piatt County,Illinois,2019,16422.0
669,Pike County,Illinois,2019,15668.0
670,Pope County,Illinois,2019,4183.0
671,Pulaski County,Illinois,2019,5520.0
672,Putnam County,Illinois,2019,5694.0
673,Randolph County,Illinois,2019,32297.0
674,Richland County,Illinois,2019,15837.0
675,Rock Island County,Illinois,2019,143828.0
676,St Clair County,Illinois,2019,262600.0
677,Saline County,Illinois,2019,23963.0
678,Sangamon County,Illinois,2019,197072.0
679,Schuyler County,Illinois,2019,6948.0
680,Scott County,Illinois,2019,4983.0
681,Shelby County,Illinois,2019,21774.0
682,Stark County,Illinois,2019,5457.0
683,Stephenson County,Illinois,2019,44997.0
684,Tazewell County,Illinois,2019,133489.0
685,Union County,Illinois,2019,16968.0
686,Vermilion County,Illinois,2019,77689.0
687,Wabash County,Illinois,2019,11523.0
688,Warren County,Illinois,2019,17144.0
689,Washington County,Illinois,2019,13963.0
690,Wayne County,Illinois,2019,16412.0
691,White County,Illinois,2019,13903.0
692,Whiteside County,Illinois,2019,55955.0
693,Will County,Illinois,2019,690479.0
694,Williamson County,Illinois,2019,67049.0
695,Winnebago County,Illinois,2019,284681.0
696,Woodford County,Illinois,2019,38670.0
697,Adams County,Indiana,2019,35385.0
698,Allen County,Indiana,2019,371723.0
699,Bartholomew County,Indiana,2019,82213.0
700,Benton County,Indiana,2019,8631.0
701,Blackford County,Indiana,2019,12028.0
702,Boone County,Indiana,2019,65723.0
703,Brown County,Indiana,2019,15010.0
704,Carroll County,Indiana,2019,20067.0
705,Cass County,Indiana,2019,37828.0
706,Clark County,Indiana,2019,116545.0
707,Clay County,Indiana,2019,26167.0
708,Clinton County,Indiana,2019,32195.0
709,Crawford County,Indiana,2019,10535.0
710,Daviess County,Indiana,2019,33136.0
711,Dearborn County,Indiana,2019,49564.0
712,Decatur County,Indiana,2019,26620.0
713,DeKalb County,Indiana,2019,42806.0
714,Delaware County,Indiana,2019,115246.0
715,Dubois County,Indiana,2019,42538.0
716,Elkhart County,Indiana,2019,204194.0
717,Fayette County,Indiana,2019,23154.0
718,Floyd County,Indiana,2019,77006.0
719,Fountain County,Indiana,2019,16419.0
720,Franklin County,Indiana,2019,22694.0
721,Fulton County,Indiana,2019,19995.0
722,Gibson County,Indiana,2019,33721.0
723,Grant County,Indiana,2019,66305.0
724,Greene County,Indiana,2019,32172.0
725,Hamilton County,Indiana,2019,322933.0
726,Hancock County,Indiana,2019,74998.0
727,Harrison County,Indiana,2019,39777.0
728,Hendricks County,Indiana,2019,163622.0
729,Henry County,Indiana,2019,48170.0
730,Howard County,Indiana,2019,82210.0
731,Huntington County,Indiana,2019,36222.0
732,Jackson County,Indiana,2019,43955.0
733,Jasper County,Indiana,2019,33424.0
734,Jay County,Indiana,2019,20883.0
735,Jefferson County,Indiana,2019,32013.0
736,Jennings County,Indiana,2019,27652.0
737,Johnson County,Indiana,2019,153820.0
738,Knox County,Indiana,2019,37044.0
739,Kosciusko County,Indiana,2019,79026.0
740,LaGrange County,Indiana,2019,39248.0
741,Lake County,Indiana,2019,484601.0
742,LaPorte County,Indiana,2019,109842.0
743,Lawrence County,Indiana,2019,45592.0
744,Madison County,Indiana,2019,129418.0
745,Marion County,Indiana,2019,950537.0
746,Marshall County,Indiana,2019,46433.0
747,Martin County,Indiana,2019,10181.0
748,Miami County,Indiana,2019,35864.0
749,Monroe County,Indiana,2019,146638.0
750,Montgomery County,Indiana,2019,38343.0
751,Morgan County,Indiana,2019,69793.0
752,Newton County,Indiana,2019,14027.0
753,Noble County,Indiana,2019,47329.0
754,Ohio County,Indiana,2019,5854.0
755,Orange County,Indiana,2019,19423.0
756,Owen County,Indiana,2019,20791.0
757,Parke County,Indiana,2019,16907.0
758,Perry County,Indiana,2019,18978.0
759,Pike County,Indiana,2019,12315.0
760,Porter County,Indiana,2019,168495.0
761,Posey County,Indiana,2019,25569.0
762,Pulaski County,Indiana,2019,12529.0
763,Putnam County,Indiana,2019,37363.0
764,Randolph County,Indiana,2019,24907.0
765,Ripley County,Indiana,2019,28428.0
766,Rush County,Indiana,2019,16643.0
767,St Joseph County,Indiana,2019,270057.0
768,Scott County,Indiana,2019,23793.0
769,Shelby County,Indiana,2019,44367.0
770,Spencer County,Indiana,2019,20440.0
771,Starke County,Indiana,2019,22935.0
772,Steuben County,Indiana,2019,34384.0
773,Sullivan County,Indiana,2019,20700.0
774,Switzerland County,Indiana,2019,10686.0
775,Tippecanoe County,Indiana,2019,191199.0
776,Tipton County,Indiana,2019,15137.0
777,Union County,Indiana,2019,7159.0
778,Vanderburgh County,Indiana,2019,180954.0
779,Vermillion County,Indiana,2019,15503.0
780,Vigo County,Indiana,2019,107569.0
781,Wabash County,Indiana,2019,31380.0
782,Warren County,Indiana,2019,8204.0
783,Warrick County,Indiana,2019,62401.0
784,Washington County,Indiana,2019,27771.0
785,Wayne County,Indiana,2019,66179.0
786,Wells County,Indiana,2019,27958.0
787,White County,Indiana,2019,24163.0
788,Whitley County,Indiana,2019,33722.0
789,Adair County,Iowa,2019,7051.0
790,Adams County,Iowa,2019,3657.0
791,Allamakee County,Iowa,2019,13803.0
792,Appanoose County,Iowa,2019,12353.0
793,Audubon County,Iowa,2019,5550.0
794,Benton County,Iowa,2019,25656.0
795,Black Hawk County,Iowa,2019,132238.0
796,Boone County,Iowa,2019,26443.0
797,Bremer County,Iowa,2019,24823.0
798,Buchanan County,Iowa,2019,21126.0
799,Buena Vista County,Iowa,2019,20144.0
800,Butler County,Iowa,2019,14592.0
801,Calhoun County,Iowa,2019,9729.0
802,Carroll County,Iowa,2019,20274.0
803,Cass County,Iowa,2019,13144.0
804,Cedar County,Iowa,2019,18490.0
805,Cerro Gordo County,Iowa,2019,42999.0
806,Cherokee County,Iowa,2019,11307.0
807,Chickasaw County,Iowa,2019,12002.0
808,Clarke County,Iowa,2019,9396.0
809,Clay County,Iowa,2019,16141.0
810,Clayton County,Iowa,2019,17648.0
811,Clinton County,Iowa,2019,46874.0
812,Crawford County,Iowa,2019,17076.0
813,Dallas County,Iowa,2019,87208.0
814,Davis County,Iowa,2019,8969.0
815,Decatur County,Iowa,2019,7947.0
816,Delaware County,Iowa,2019,17143.0
817,Des Moines County,Iowa,2019,39326.0
818,Dickinson County,Iowa,2019,17141.0
819,Dubuque County,Iowa,2019,97066.0
820,Emmet County,Iowa,2019,9422.0
821,Fayette County,Iowa,2019,19687.0
822,Floyd County,Iowa,2019,15767.0
823,Franklin County,Iowa,2019,10160.0
824,Fremont County,Iowa,2019,6930.0
825,Greene County,Iowa,2019,8954.0
826,Grundy County,Iowa,2019,12298.0
827,Guthrie County,Iowa,2019,10645.0
828,Hamilton County,Iowa,2019,15032.0
829,Hancock County,Iowa,2019,10756.0
830,Hardin County,Iowa,2019,17073.0
831,Harrison County,Iowa,2019,14107.0
832,Henry County,Iowa,2019,20044.0
833,Howard County,Iowa,2019,9229.0
834,Humboldt County,Iowa,2019,9569.0
835,Ida County,Iowa,2019,6869.0
836,Iowa County,Iowa,2019,16133.0
837,Jackson County,Iowa,2019,19382.0
838,Jasper County,Iowa,2019,36995.0
839,Jefferson County,Iowa,2019,18219.0
840,Johnson County,Iowa,2019,149325.0
841,Jones County,Iowa,2019,20618.0
842,Keokuk County,Iowa,2019,10141.0
843,Kossuth County,Iowa,2019,14939.0
844,Lee County,Iowa,2019,34216.0
845,Linn County,Iowa,2019,224379.0
846,Louisa County,Iowa,2019,11195.0
847,Lucas County,Iowa,2019,8533.0
848,Lyon County,Iowa,2019,11785.0
849,Madison County,Iowa,2019,16000.0
850,Mahaska County,Iowa,2019,22211.0
851,Marion County,Iowa,2019,33091.0
852,Marshall County,Iowa,2019,40078.0
853,Mills County,Iowa,2019,15060.0
854,Mitchell County,Iowa,2019,10563.0
855,Monona County,Iowa,2019,8724.0
856,Monroe County,Iowa,2019,7798.0
857,Montgomery County,Iowa,2019,10112.0
858,Muscatine County,Iowa,2019,42872.0
859,O'Brien County,Iowa,2019,13774.0
860,Osceola County,Iowa,2019,6021.0
861,Page County,Iowa,2019,15213.0
862,Palo Alto County,Iowa,2019,9052.0
863,Plymouth County,Iowa,2019,25060.0
864,Pocahontas County,Iowa,2019,6833.0
865,Polk County,Iowa,2019,480487.0
866,Pottawattamie County,Iowa,2019,93416.0
867,Poweshiek County,Iowa,2019,18334.0
868,Ringgold County,Iowa,2019,5024.0
869,Sac County,Iowa,2019,9803.0
870,Scott County,Iowa,2019,172448.0
871,Shelby County,Iowa,2019,11574.0
872,Sioux County,Iowa,2019,34781.0
873,Story County,Iowa,2019,97278.0
874,Tama County,Iowa,2019,17029.0
875,Taylor County,Iowa,2019,6095.0
876,Union County,Iowa,2019,12459.0
877,Van Buren County,Iowa,2019,7155.0
878,Wapello County,Iowa,2019,35022.0
879,Warren County,Iowa,2019,50078.0
880,Washington County,Iowa,2019,22204.0
881,Wayne County,Iowa,2019,6492.0
882,Webster County,Iowa,2019,36637.0
883,Winnebago County,Iowa,2019,10573.0
884,Winneshiek County,Iowa,2019,20129.0
885,Woodbury County,Iowa,2019,102132.0
886,Worth County,Iowa,2019,7455.0
887,Wright County,Iowa,2019,12765.0
888,Allen County,Kansas,2019,12555.0
889,Anderson County,Kansas,2019,7833.0
890,Atchison County,Kansas,2019,16298.0
891,Barber County,Kansas,2019,4570.0
892,Barton County,Kansas,2019,26394.0
893,Bourbon County,Kansas,2019,14609.0
894,Brown County,Kansas,2019,9609.0
895,Butler County,Kansas,2019,66845.0
896,Chase County,Kansas,2019,2651.0
897,Chautauqua County,Kansas,2019,3315.0
898,Cherokee County,Kansas,2019,20129.0
899,Cheyenne County,Kansas,2019,2684.0
900,Clark County,Kansas,2019,1995.0
901,Clay County,Kansas,2019,8006.0
902,Cloud County,Kansas,2019,8912.0
903,Coffey County,Kansas,2019,8228.0
904,Comanche County,Kansas,2019,1759.0
905,Cowley County,Kansas,2019,35297.0
906,Crawford County,Kansas,2019,38925.0
907,Decatur County,Kansas,2019,2863.0
908,Dickinson County,Kansas,2019,18829.0
909,Doniphan County,Kansas,2019,7657.0
910,Douglas County,Kansas,2019,120281.0
911,Edwards County,Kansas,2019,2873.0
912,Elk County,Kansas,2019,2514.0
913,Ellis County,Kansas,2019,28735.0
914,Ellsworth County,Kansas,2019,6284.0
915,Finney County,Kansas,2019,36720.0
916,Ford County,Kansas,2019,34218.0
917,Franklin County,Kansas,2019,25631.0
918,Geary County,Kansas,2019,33774.0
919,Gove County,Kansas,2019,2622.0
920,Graham County,Kansas,2019,2485.0
921,Grant County,Kansas,2019,7490.0
922,Gray County,Kansas,2019,6018.0
923,Greeley County,Kansas,2019,1226.0
924,Greenwood County,Kansas,2019,6067.0
925,Hamilton County,Kansas,2019,2616.0
926,Harper County,Kansas,2019,5580.0
927,Harvey County,Kansas,2019,34373.0
928,Haskell County,Kansas,2019,4019.0
929,Hodgeman County,Kansas,2019,1863.0
930,Jackson County,Kansas,2019,13332.0
931,Jefferson County,Kansas,2019,18932.0
932,Jewell County,Kansas,2019,2857.0
933,Johnson County,Kansas,2019,591305.0
934,Kearny County,Kansas,2019,3935.0
935,Kingman County,Kansas,2019,7275.0
936,Kiowa County,Kansas,2019,2486.0
937,Labette County,Kansas,2019,20129.0
938,Lane County,Kansas,2019,1548.0
939,Leavenworth County,Kansas,2019,81109.0
940,Lincoln County,Kansas,2019,3043.0
941,Linn County,Kansas,2019,9697.0
942,Logan County,Kansas,2019,2814.0
943,Lyon County,Kansas,2019,33257.0
944,McPherson County,Kansas,2019,28687.0
945,Marion County,Kansas,2019,11945.0
946,Marshall County,Kansas,2019,9687.0
947,Meade County,Kansas,2019,4230.0
948,Miami County,Kansas,2019,33429.0
949,Mitchell County,Kansas,2019,6137.0
950,Montgomery County,Kansas,2019,32390.0
951,Morris County,Kansas,2019,5467.0
952,Morton County,Kansas,2019,2747.0
953,Nemaha County,Kansas,2019,10060.0
954,Neosho County,Kansas,2019,16094.0
955,Ness County,Kansas,2019,2856.0
956,Norton County,Kansas,2019,5421.0
957,Osage County,Kansas,2019,15842.0
958,Osborne County,Kansas,2019,3539.0
959,Ottawa County,Kansas,2019,5817.0
960,Pawnee County,Kansas,2019,6665.0
961,Phillips County,Kansas,2019,5370.0
962,Pottawatomie County,Kansas,2019,23916.0
963,Pratt County,Kansas,2019,9500.0
964,Rawlins County,Kansas,2019,2473.0
965,Reno County,Kansas,2019,62714.0
966,Republic County,Kansas,2019,4654.0
967,Rice County,Kansas,2019,9563.0
968,Riley County,Kansas,2019,73977.0
969,Rooks County,Kansas,2019,5055.0
970,Rush County,Kansas,2019,3048.0
971,Russell County,Kansas,2019,6930.0
972,Saline County,Kansas,2019,54508.0
973,Scott County,Kansas,2019,4928.0
974,Sedgwick County,Kansas,2019,513176.0
975,Seward County,Kansas,2019,22245.0
976,Shawnee County,Kansas,2019,178056.0
977,Sheridan County,Kansas,2019,2526.0
978,Sherman County,Kansas,2019,5936.0
979,Smith County,Kansas,2019,3615.0
980,Stafford County,Kansas,2019,4186.0
981,Stanton County,Kansas,2019,2055.0
982,Stevens County,Kansas,2019,5551.0
983,Sumner County,Kansas,2019,23117.0
984,Thomas County,Kansas,2019,7821.0
985,Trego County,Kansas,2019,2843.0
986,Wabaunsee County,Kansas,2019,6832.0
987,Wallace County,Kansas,2019,1515.0
988,Washington County,Kansas,2019,5479.0
989,Wichita County,Kansas,2019,2121.0
990,Wilson County,Kansas,2019,8707.0
991,Woodson County,Kansas,2019,3130.0
992,Wyandotte County,Kansas,2019,165087.0
993,Adair County,Kentucky,2019,19287.0
994,Allen County,Kentucky,2019,20903.0
995,Anderson County,Kentucky,2019,22545.0
996,Ballard County,Kentucky,2019,8018.0
997,Barren County,Kentucky,2019,43746.0
998,Bath County,Kentucky,2019,12381.0
999,Bell County,Kentucky,2019,26863.0
1000,Boone County,Kentucky,2019,130952.0
1001,Bourbon County,Kentucky,2019,20092.0
1002,Boyd County,Kentucky,2019,47808.0
1003,Boyle County,Kentucky,2019,29972.0
1004,Bracken County,Kentucky,2019,8285.0
1005,Breathitt County,Kentucky,2019,12929.0
1006,Breckinridge County,Kentucky,2019,20131.0
1007,Bullitt County,Kentucky,2019,80269.0
1008,Butler County,Kentucky,2019,12778.0
1009,Caldwell County,Kentucky,2019,12666.0
1010,Calloway County,Kentucky,2019,38832.0
1011,Campbell County,Kentucky,2019,92878.0
1012,Carlisle County,Kentucky,2019,4788.0
1013,Carroll County,Kentucky,2019,10714.0
1014,Carter County,Kentucky,2019,27214.0
1015,Casey County,Kentucky,2019,15818.0
1016,Christian County,Kentucky,2019,71024.0
1017,Clark County,Kentucky,2019,35899.0
1018,Clay County,Kentucky,2019,20251.0
1019,Clinton County,Kentucky,2019,10212.0
1020,Crittenden County,Kentucky,2019,8999.0
1021,Cumberland County,Kentucky,2019,6710.0
1022,Daviess County,Kentucky,2019,100461.0
1023,Edmonson County,Kentucky,2019,12226.0
1024,Elliott County,Kentucky,2019,7493.0
1025,Estill County,Kentucky,2019,14178.0
1026,Fayette County,Kentucky,2019,321964.0
1027,Fleming County,Kentucky,2019,14439.0
1028,Floyd County,Kentucky,2019,36296.0
1029,Franklin County,Kentucky,2019,50492.0
1030,Fulton County,Kentucky,2019,6163.0
1031,Gallatin County,Kentucky,2019,8720.0
1032,Garrard County,Kentucky,2019,17449.0
1033,Grant County,Kentucky,2019,24973.0
1034,Graves County,Kentucky,2019,37190.0
1035,Grayson County,Kentucky,2019,26286.0
1036,Green County,Kentucky,2019,11036.0
1037,Greenup County,Kentucky,2019,35514.0
1038,Hancock County,Kentucky,2019,8778.0
1039,Hardin County,Kentucky,2019,108161.0
1040,Harlan County,Kentucky,2019,26676.0
1041,Harrison County,Kentucky,2019,18735.0
1042,Hart County,Kentucky,2019,18745.0
1043,Henderson County,Kentucky,2019,45867.0
1044,Henry County,Kentucky,2019,15972.0
1045,Hickman County,Kentucky,2019,4518.0
1046,Hopkins County,Kentucky,2019,45293.0
1047,Jackson County,Kentucky,2019,13422.0
1048,Jefferson County,Kentucky,2019,769828.0
1049,Jessamine County,Kentucky,2019,53259.0
1050,Johnson County,Kentucky,2019,22606.0
1051,Kenton County,Kentucky,2019,165608.0
1052,Knott County,Kentucky,2019,15244.0
1053,Knox County,Kentucky,2019,31444.0
1054,Larue County,Kentucky,2019,14196.0
1055,Laurel County,Kentucky,2019,60317.0
1056,Lawrence County,Kentucky,2019,15756.0
1057,Lee County,Kentucky,2019,6602.0
1058,Leslie County,Kentucky,2019,10310.0
1059,Letcher County,Kentucky,2019,22303.0
1060,Lewis County,Kentucky,2019,13363.0
1061,Lincoln County,Kentucky,2019,24495.0
1062,Livingston County,Kentucky,2019,9249.0
1063,Logan County,Kentucky,2019,27003.0
1064,Lyon County,Kentucky,2019,8261.0
1065,McCracken County,Kentucky,2019,65364.0
1066,McCreary County,Kentucky,2019,17372.0
1067,McLean County,Kentucky,2019,9216.0
1068,Madison County,Kentucky,2019,91170.0
1069,Magoffin County,Kentucky,2019,12519.0
1070,Marion County,Kentucky,2019,19276.0
1071,Marshall County,Kentucky,2019,31318.0
1072,Martin County,Kentucky,2019,11492.0
1073,Mason County,Kentucky,2019,17192.0
1074,Meade County,Kentucky,2019,28033.0
1075,Menifee County,Kentucky,2019,6465.0
1076,Mercer County,Kentucky,2019,21542.0
1077,Metcalfe County,Kentucky,2019,10093.0
1078,Monroe County,Kentucky,2019,10597.0
1079,Montgomery County,Kentucky,2019,27913.0
1080,Morgan County,Kentucky,2019,13230.0
1081,Muhlenberg County,Kentucky,2019,30925.0
1082,Nelson County,Kentucky,2019,45591.0
1083,Nicholas County,Kentucky,2019,7160.0
1084,Ohio County,Kentucky,2019,24116.0
1085,Oldham County,Kentucky,2019,66557.0
1086,Owen County,Kentucky,2019,10794.0
1087,Owsley County,Kentucky,2019,4402.0
1088,Pendleton County,Kentucky,2019,14602.0
1089,Perry County,Kentucky,2019,26586.0
1090,Pike County,Kentucky,2019,58905.0
1091,Powell County,Kentucky,2019,12297.0
1092,Pulaski County,Kentucky,2019,64314.0
1093,Robertson County,Kentucky,2019,2120.0
1094,Rockcastle County,Kentucky,2019,16778.0
1095,Rowan County,Kentucky,2019,24514.0
1096,Russell County,Kentucky,2019,17723.0
1097,Scott County,Kentucky,2019,54782.0
1098,Shelby County,Kentucky,2019,47209.0
1099,Simpson County,Kentucky,2019,18046.0
1100,Spencer County,Kentucky,2019,18619.0
1101,Taylor County,Kentucky,2019,25544.0
1102,Todd County,Kentucky,2019,12177.0
1103,Trigg County,Kentucky,2019,14418.0
1104,Trimble County,Kentucky,2019,8521.0
1105,Union County,Kentucky,2019,14620.0
1106,Warren County,Kentucky,2019,129074.0
1107,Washington County,Kentucky,2019,11880.0
1108,Wayne County,Kentucky,2019,20628.0
1109,Webster County,Kentucky,2019,13012.0
1110,Whitley County,Kentucky,2019,36074.0
1111,Wolfe County,Kentucky,2019,7248.0
1112,Woodford County,Kentucky,2019,26385.0
1113,Acadia Parish,Louisiana,2019,62559.0
1114,Allen Parish,Louisiana,2019,25583.0
1115,Ascension Parish,Louisiana,2019,123177.0
1116,Assumption Parish,Louisiana,2019,22568.0
1117,Avoyelles Parish,Louisiana,2019,40836.0
1118,Beauregard Parish,Louisiana,2019,36847.0
1119,Bienville Parish,Louisiana,2019,13631.0
1120,Bossier Parish,Louisiana,2019,126959.0
1121,Caddo Parish,Louisiana,2019,245935.0
1122,Calcasieu Parish,Louisiana,2019,202466.0
1123,Caldwell Parish,Louisiana,2019,9959.0
