,county,state,year,population
12377,Salem city,Virginia,2022,25374.0
12378,Staunton city,Virginia,2022,25800.0
12379,Suffolk city,Virginia,2022,94685.0
12380,Virginia Beach city,Virginia,2022,459373.0
12381,Waynesboro city,Virginia,2022,22279.0
12382,Williamsburg city,Virginia,2022,15445.0
12383,Winchester city,Virginia,2022,28008.0
12384,Adams County,Washington,2022,20605.0
12385,Asotin County,Washington,2022,22290.0
12386,Benton County,Washington,2022,207230.0
12387,Chelan County,Washington,2022,79185.0
12388,Clallam County,Washington,2022,77280.0
12389,Clark County,Washington,2022,505013.0
12390,Columbia County,Washington,2022,3949.0
12391,Cowlitz County,Washington,2022,110924.0
12392,Douglas County,Washington,2022,42998.0
12393,Ferry County,Washington,2022,7178.0
12394,Franklin County,Washington,2022,97076.0
12395,Garfield County,Washington,2022,2292.0
12396,Grant County,Washington,2022,99365.0
12397,Grays Harbor County,Washington,2022,75811.0
12398,Island County,Washington,2022,86948.0
12399,Jefferson County,Washington,2022,33048.0
12400,King County,Washington,2022,2272571.0
12401,Kitsap County,Washington,2022,275660.0
12402,Kittitas County,Washington,2022,44589.0
12403,Klickitat County,Washington,2022,22783.0
12404,Lewis County,Washington,2022,82474.0
12405,Lincoln County,Washington,2022,10920.0
12406,Mason County,Washington,2022,66028.0
12407,Okanogan County,Washington,2022,42118.0
12408,Pacific County,Washington,2022,23470.0
12409,Pend Oreille County,Washington,2022,13482.0
12410,Pierce County,Washington,2022,922828.0
12411,San Juan County,Washington,2022,17818.0
12412,Skagit County,Washington,2022,129852.0
12413,Skamania County,Washington,2022,12034.0
12414,Snohomish County,Washington,2022,829331.0
12415,Spokane County,Washington,2022,540700.0
12416,Stevens County,Washington,2022,46566.0
12417,Thurston County,Washington,2022,295729.0
12418,Wahkiakum County,Washington,2022,4443.0
12419,Walla Walla County,Washington,2022,62574.0
12420,Whatcom County,Washington,2022,227304.0
12421,Whitman County,Washington,2022,47786.0
12422,Yakima County,Washington,2022,256533.0
12423,Barbour County,West Virginia,2022,15440.0
12424,Berkeley County,West Virginia,2022,122654.0
12425,Boone County,West Virginia,2022,21714.0
12426,Braxton County,West Virginia,2022,12386.0
12427,Brooke County,West Virginia,2022,22469.0
12428,Cabell County,West Virginia,2022,94137.0
12429,Calhoun County,West Virginia,2022,6199.0
12430,Clay County,West Virginia,2022,8006.0
12431,Doddridge County,West Virginia,2022,7786.0
12432,Fayette County,West Virginia,2022,40358.0
12433,Gilmer County,West Virginia,2022,7378.0
12434,Grant County,West Virginia,2022,10954.0
12435,Greenbrier County,West Virginia,2022,32866.0
12436,Hampshire County,West Virginia,2022,23067.0
12437,Hancock County,West Virginia,2022,29019.0
12438,Hardy County,West Virginia,2022,14240.0
12439,Harrison County,West Virginia,2022,65771.0
12440,Jackson County,West Virginia,2022,27735.0
12441,Jefferson County,West Virginia,2022,57732.0
12442,Kanawha County,West Virginia,2022,180048.0
12443,Lewis County,West Virginia,2022,17009.0
12444,Lincoln County,West Virginia,2022,20337.0
12445,Logan County,West Virginia,2022,32473.0
12446,McDowell County,West Virginia,2022,18916.0
12447,Marion County,West Virginia,2022,56157.0
12448,Marshall County,West Virginia,2022,30444.0
12449,Mason County,West Virginia,2022,25356.0
12450,Mercer County,West Virginia,2022,59462.0
12451,Mineral County,West Virginia,2022,26877.0
12452,Mingo County,West Virginia,2022,23455.0
12453,Monongalia County,West Virginia,2022,105916.0
12454,Monroe County,West Virginia,2022,12330.0
12455,Morgan County,West Virginia,2022,17037.0
12456,Nicholas County,West Virginia,2022,24523.0
12457,Ohio County,West Virginia,2022,42264.0
12458,Pendleton County,West Virginia,2022,6134.0
12459,Pleasants County,West Virginia,2022,7649.0
12460,Pocahontas County,West Virginia,2022,7847.0
12461,Preston County,West Virginia,2022,34176.0
12462,Putnam County,West Virginia,2022,57399.0
12463,Raleigh County,West Virginia,2022,74349.0
12464,Randolph County,West Virginia,2022,27852.0
12465,Ritchie County,West Virginia,2022,8424.0
12466,Roane County,West Virginia,2022,13977.0
12467,Summers County,West Virginia,2022,11915.0
12468,Taylor County,West Virginia,2022,16701.0
12469,Tucker County,West Virginia,2022,6752.0
12470,Tyler County,West Virginia,2022,8279.0
12471,Upshur County,West Virginia,2022,23783.0
12472,Wayne County,West Virginia,2022,38830.0
12473,Webster County,West Virginia,2022,8329.0
12474,Wetzel County,West Virginia,2022,14382.0
12475,Wirt County,West Virginia,2022,5183.0
12476,Wood County,West Virginia,2022,83996.0
12477,Wyoming County,West Virginia,2022,21326.0
12478,Adams County,Wisconsin,2022,20673.0
12479,Ashland County,Wisconsin,2022,15977.0
12480,Barron County,Wisconsin,2022,46643.0
12481,Bayfield County,Wisconsin,2022,16229.0
12482,Brown County,Wisconsin,2022,268741.0
12483,Buffalo County,Wisconsin,2022,13320.0
12484,Burnett County,Wisconsin,2022,16588.0
12485,Calumet County,Wisconsin,2022,52476.0
12486,Chippewa County,Wisconsin,2022,66279.0
12487,Clark County,Wisconsin,2022,34628.0
12488,Columbia County,Wisconsin,2022,58510.0
12489,Crawford County,Wisconsin,2022,16086.0
12490,Dane County,Wisconsin,2022,562306.0
12491,Dodge County,Wisconsin,2022,89262.0
12492,Door County,Wisconsin,2022,30102.0
12493,Douglas County,Wisconsin,2022,44275.0
12494,Dunn County,Wisconsin,2022,45440.0
12495,Eau Claire County,Wisconsin,2022,105818.0
12496,Florence County,Wisconsin,2022,4556.0
12497,Fond du Lac County,Wisconsin,2022,104076.0
12498,Forest County,Wisconsin,2022,9160.0
12499,Grant County,Wisconsin,2022,51934.0
12500,Green County,Wisconsin,2022,36992.0
12501,Green Lake County,Wisconsin,2022,18997.0
12502,Iowa County,Wisconsin,2022,23676.0
12503,Iron County,Wisconsin,2022,6128.0
12504,Jackson County,Wisconsin,2022,21102.0
12505,Jefferson County,Wisconsin,2022,84858.0
12506,Juneau County,Wisconsin,2022,26759.0
12507,Kenosha County,Wisconsin,2022,169073.0
12508,Kewaunee County,Wisconsin,2022,20539.0
12509,La Crosse County,Wisconsin,2022,120852.0
12510,Lafayette County,Wisconsin,2022,16605.0
12511,Langlade County,Wisconsin,2022,19438.0
12512,Lincoln County,Wisconsin,2022,28374.0
12513,Manitowoc County,Wisconsin,2022,81250.0
12514,Marathon County,Wisconsin,2022,137954.0
12515,Marinette County,Wisconsin,2022,41869.0
12516,Marquette County,Wisconsin,2022,15584.0
12517,Menominee County,Wisconsin,2022,4255.0
12518,Milwaukee County,Wisconsin,2022,938149.0
12519,Monroe County,Wisconsin,2022,46281.0
12520,Oconto County,Wisconsin,2022,39043.0
12521,Oneida County,Wisconsin,2022,37839.0
12522,Outagamie County,Wisconsin,2022,190832.0
12523,Ozaukee County,Wisconsin,2022,91569.0
12524,Pepin County,Wisconsin,2022,7335.0
12525,Pierce County,Wisconsin,2022,42191.0
12526,Polk County,Wisconsin,2022,45006.0
12527,Portage County,Wisconsin,2022,70378.0
12528,Price County,Wisconsin,2022,14015.0
12529,Racine County,Wisconsin,2022,197440.0
12530,Richland County,Wisconsin,2022,17274.0
12531,Rock County,Wisconsin,2022,163643.0
12532,Rusk County,Wisconsin,2022,14168.0
12533,St Croix County,Wisconsin,2022,93797.0
12534,Sauk County,Wisconsin,2022,65718.0
12535,Sawyer County,Wisconsin,2022,18107.0
12536,Shawano County,Wisconsin,2022,40838.0
12537,Sheboygan County,Wisconsin,2022,117937.0
12538,Taylor County,Wisconsin,2022,19897.0
12539,Trempealeau County,Wisconsin,2022,30776.0
12540,Vernon County,Wisconsin,2022,30693.0
12541,Vilas County,Wisconsin,2022,23076.0
12542,Walworth County,Wisconsin,2022,106499.0
12543,Washburn County,Wisconsin,2022,16597.0
12544,Washington County,Wisconsin,2022,136732.0
12545,Waukesha County,Wisconsin,2022,407148.0
12546,Waupaca County,Wisconsin,2022,51713.0
12547,Waushara County,Wisconsin,2022,24511.0
12548,Winnebago County,Wisconsin,2022,171646.0
12549,Wood County,Wisconsin,2022,74091.0
12550,Albany County,Wyoming,2022,37079.0
12551,Big Horn County,Wyoming,2022,11467.0
12552,Campbell County,Wyoming,2022,47116.0
12553,Carbon County,Wyoming,2022,14499.0
12554,Converse County,Wyoming,2022,13724.0
12555,Crook County,Wyoming,2022,7178.0
12556,Fremont County,Wyoming,2022,39177.0
12557,Goshen County,Wyoming,2022,12503.0
12558,Hot Springs County,Wyoming,2022,4622.0
12559,Johnson County,Wyoming,2022,8459.0
12560,Laramie County,Wyoming,2022,100690.0
12561,Lincoln County,Wyoming,2022,19674.0
12562,Natrona County,Wyoming,2022,80229.0
12563,Niobrara County,Wyoming,2022,2439.0
12564,Park County,Wyoming,2022,29656.0
12565,Platte County,Wyoming,2022,8623.0
12566,Sheridan County,Wyoming,2022,30996.0
12567,Sublette County,Wyoming,2022,8723.0
12568,Sweetwater County,Wyoming,2022,42158.0
12569,Teton County,Wyoming,2022,23347.0
12570,Uinta County,Wyoming,2022,20441.0
12571,Washakie County,Wyoming,2022,7658.0
12572,Weston County,Wyoming,2022,6809.0
12573,Chugach Census Area,Alaska,2022,7073.0
12574,Copper River Census Area,Alaska,2022,2616.0
12575,Bottineau County,North Dakota,2022,6377.0
12576,Autauga County,Alabama,2023,59095.0
12577,Baldwin County,Alabama,2023,239294.0
12578,Barbour County,Alabama,2023,24964.0
12579,Bibb County,Alabama,2023,22477.0
12580,Blount County,Alabama,2023,59041.0
12581,Bullock County,Alabama,2023,10320.0
12582,Butler County,Alabama,2023,18884.0
12583,Calhoun County,Alabama,2023,115972.0
12584,Chambers County,Alabama,2023,34541.0
12585,Cherokee County,Alabama,2023,24996.0
12586,Chilton County,Alabama,2023,45274.0
12587,Choctaw County,Alabama,2023,12533.0
12588,Clarke County,Alabama,2023,22760.0
12589,Clay County,Alabama,2023,14190.0
12590,Cleburne County,Alabama,2023,15103.0
12591,Coffee County,Alabama,2023,54174.0
12592,Colbert County,Alabama,2023,57474.0
12593,Conecuh County,Alabama,2023,11328.0
12594,Coosa County,Alabama,2023,10450.0
12595,Covington County,Alabama,2023,37524.0
12596,Crenshaw County,Alabama,2023,13083.0
12597,Cullman County,Alabama,2023,89496.0
12598,Dale County,Alabama,2023,49342.0
12599,Dallas County,Alabama,2023,37619.0
12600,DeKalb County,Alabama,2023,71813.0
12601,Elmore County,Alabama,2023,89304.0
12602,Escambia County,Alabama,2023,36699.0
12603,Etowah County,Alabama,2023,103162.0
12604,Fayette County,Alabama,2023,16148.0
12605,Franklin County,Alabama,2023,32013.0
12606,Geneva County,Alabama,2023,26701.0
12607,Greene County,Alabama,2023,7629.0
12608,Hale County,Alabama,2023,14754.0
12609,Henry County,Alabama,2023,17459.0
12610,Houston County,Alabama,2023,107458.0
12611,Jackson County,Alabama,2023,52773.0
12612,Jefferson County,Alabama,2023,667820.0
12613,Lamar County,Alabama,2023,13689.0
12614,Lauderdale County,Alabama,2023,94043.0
12615,Lawrence County,Alabama,2023,33090.0
12616,Lee County,Alabama,2023,177218.0
12617,Limestone County,Alabama,2023,107517.0
12618,Lowndes County,Alabama,2023,9965.0
12619,Macon County,Alabama,2023,18895.0
12620,Madison County,Alabama,2023,395211.0
12621,Marengo County,Alabama,2023,18996.0
12622,Marion County,Alabama,2023,29246.0
12623,Marshall County,Alabama,2023,98228.0
12624,Mobile County,Alabama,2023,413073.0
12625,Monroe County,Alabama,2023,19648.0
12626,Montgomery County,Alabama,2023,227434.0
12627,Morgan County,Alabama,2023,123668.0
12628,Perry County,Alabama,2023,8355.0
12629,Pickens County,Alabama,2023,18801.0
12630,Pike County,Alabama,2023,32991.0
12631,Randolph County,Alabama,2023,21989.0
12632,Russell County,Alabama,2023,58722.0
12633,St Clair County,Alabama,2023,92748.0
12634,Shelby County,Alabama,2023,226902.0
12635,Sumter County,Alabama,2023,12164.0
12636,Talladega County,Alabama,2023,81524.0
12637,Tallapoosa County,Alabama,2023,41023.0
12638,Tuscaloosa County,Alabama,2023,227007.0
12639,Walker County,Alabama,2023,64818.0
12640,Washington County,Alabama,2023,15147.0
12641,Wilcox County,Alabama,2023,10446.0
12642,Winston County,Alabama,2023,23652.0
12643,Aleutians East Borough,Alaska,2023,3398.0
12644,Aleutians West Census Area,Alaska,2023,5059.0
12645,Anchorage Municipality,Alaska,2023,288121.0
12646,Bethel Census Area,Alaska,2023,18557.0
12647,Bristol Bay Borough,Alaska,2023,838.0
12648,Denali Borough,Alaska,2023,1593.0
12649,Dillingham Census Area,Alaska,2023,4772.0
12650,Fairbanks North Star Borough,Alaska,2023,95593.0
12651,Haines Borough,Alaska,2023,2071.0
12652,Hoonah-Angoon Census Area,Alaska,2023,2332.0
12653,Juneau City and Borough,Alaska,2023,31973.0
12654,Kenai Peninsula Borough,Alaska,2023,59767.0
12655,Ketchikan Gateway Borough,Alaska,2023,13754.0
12656,Kodiak Island Borough,Alaska,2023,12787.0
12657,Kusilvak Census Area,Alaska,2023,8360.0
12658,Lake and Peninsula Borough,Alaska,2023,1416.0
12659,Matanuska-Susitna Borough,Alaska,2023,110686.0
12660,Nome Census Area,Alaska,2023,9865.0
12661,North Slope Borough,Alaska,2023,10972.0
12662,Northwest Arctic Borough,Alaska,2023,7560.0
12663,Petersburg Borough,Alaska,2023,3356.0
12664,Prince of Wales-Hyder Census Area,Alaska,2023,5729.0
12665,Sitka City and Borough,Alaska,2023,8407.0
12666,Skagway Municipality,Alaska,2023,1132.0
12667,Southeast Fairbanks Census Area,Alaska,2023,6970.0
12668,Valdez-Cordova Census Area,Alaska,2023,
12669,Wrangell City and Borough,Alaska,2023,2055.0
12670,Yakutat City and Borough,Alaska,2023,704.0
12671,Yukon-Koyukuk Census Area,Alaska,2023,5275.0
12672,Apache County,Arizona,2023,65623.0
12673,Cochise County,Arizona,2023,126050.0
12674,Coconino County,Arizona,2023,145052.0
12675,Gila County,Arizona,2023,53589.0
12676,Graham County,Arizona,2023,39050.0
12677,Greenlee County,Arizona,2023,9404.0
12678,La Paz County,Arizona,2023,16408.0
12679,Maricopa County,Arizona,2023,4496588.0
12680,Mohave County,Arizona,2023,217692.0
12681,Navajo County,Arizona,2023,108147.0
12682,Pima County,Arizona,2023,1052030.0
12683,Pinal County,Arizona,2023,449557.0
12684,Santa Cruz County,Arizona,2023,47883.0
12685,Yavapai County,Arizona,2023,242253.0
12686,Yuma County,Arizona,2023,206990.0
12687,Arkansas County,Arkansas,2023,16722.0
12688,Ashley County,Arkansas,2023,18674.0
12689,Baxter County,Arkansas,2023,42144.0
12690,Benton County,Arkansas,2023,293692.0
12691,Boone County,Arkansas,2023,37830.0
12692,Bradley County,Arkansas,2023,10408.0
12693,Calhoun County,Arkansas,2023,4741.0
12694,Carroll County,Arkansas,2023,28435.0
12695,Chicot County,Arkansas,2023,10019.0
12696,Clark County,Arkansas,2023,21321.0
12697,Clay County,Arkansas,2023,14350.0
12698,Cleburne County,Arkansas,2023,25015.0
12699,Cleveland County,Arkansas,2023,7514.0
12700,Columbia County,Arkansas,2023,22672.0
12701,Conway County,Arkansas,2023,20873.0
12702,Craighead County,Arkansas,2023,112218.0
12703,Crawford County,Arkansas,2023,60378.0
12704,Crittenden County,Arkansas,2023,47525.0
12705,Cross County,Arkansas,2023,16681.0
12706,Dallas County,Arkansas,2023,6308.0
12707,Desha County,Arkansas,2023,11090.0
12708,Drew County,Arkansas,2023,17110.0
12709,Faulkner County,Arkansas,2023,125106.0
12710,Franklin County,Arkansas,2023,17173.0
12711,Fulton County,Arkansas,2023,12145.0
12712,Garland County,Arkansas,2023,100330.0
12713,Grant County,Arkansas,2023,18090.0
12714,Greene County,Arkansas,2023,46317.0
12715,Hempstead County,Arkansas,2023,19694.0
12716,Hot Spring County,Arkansas,2023,33148.0
12717,Howard County,Arkansas,2023,12698.0
12718,Independence County,Arkansas,2023,37723.0
12719,Izard County,Arkansas,2023,13911.0
12720,Jackson County,Arkansas,2023,16811.0
12721,Jefferson County,Arkansas,2023,65861.0
12722,Johnson County,Arkansas,2023,25845.0
12723,Lafayette County,Arkansas,2023,6163.0
12724,Lawrence County,Arkansas,2023,16292.0
12725,Lee County,Arkansas,2023,8619.0
12726,Lincoln County,Arkansas,2023,13037.0
12727,Little River County,Arkansas,2023,11944.0
12728,Logan County,Arkansas,2023,21215.0
12729,Lonoke County,Arkansas,2023,74722.0
12730,Madison County,Arkansas,2023,16960.0
12731,Marion County,Arkansas,2023,16978.0
12732,Miller County,Arkansas,2023,42649.0
12733,Mississippi County,Arkansas,2023,39661.0
12734,Monroe County,Arkansas,2023,6683.0
12735,Montgomery County,Arkansas,2023,8611.0
12736,Nevada County,Arkansas,2023,8187.0
12737,Newton County,Arkansas,2023,7204.0
12738,Ouachita County,Arkansas,2023,22306.0
12739,Perry County,Arkansas,2023,9964.0
12740,Phillips County,Arkansas,2023,15906.0
12741,Pike County,Arkansas,2023,10066.0
12742,Poinsett County,Arkansas,2023,22660.0
12743,Polk County,Arkansas,2023,19353.0
12744,Pope County,Arkansas,2023,63789.0
12745,Prairie County,Arkansas,2023,8135.0
12746,Pulaski County,Arkansas,2023,397821.0
12747,Randolph County,Arkansas,2023,18865.0
12748,St Francis County,Arkansas,2023,22739.0
12749,Saline County,Arkansas,2023,125233.0
12750,Scott County,Arkansas,2023,9822.0
12751,Searcy County,Arkansas,2023,7880.0
12752,Sebastian County,Arkansas,2023,128400.0
12753,Sevier County,Arkansas,2023,15783.0
12754,Sharp County,Arkansas,2023,17622.0
12755,Stone County,Arkansas,2023,12481.0
12756,Union County,Arkansas,2023,38340.0
12757,Van Buren County,Arkansas,2023,15694.0
12758,Washington County,Arkansas,2023,250057.0
12759,White County,Arkansas,2023,77207.0
12760,Woodruff County,Arkansas,2023,6116.0
12761,Yell County,Arkansas,2023,20155.0
12762,Alameda County,California,2023,1648556.0
12763,Alpine County,California,2023,1235.0
12764,Amador County,California,2023,41259.0
12765,Butte County,California,2023,208309.0
12766,Calaveras County,California,2023,46221.0
12767,Colusa County,California,2023,21917.0
12768,Contra Costa County,California,2023,1161413.0
12769,Del Norte County,California,2023,28100.0
12770,El Dorado County,California,2023,193221.0
12771,Fresno County,California,2023,1013581.0
12772,Glenn County,California,2023,28805.0
12773,Humboldt County,California,2023,136310.0
12774,Imperial County,California,2023,179851.0
12775,Inyo County,California,2023,18970.0
12776,Kern County,California,2023,917673.0
12777,Kings County,California,2023,153443.0
12778,Lake County,California,2023,68766.0
12779,Lassen County,California,2023,33159.0
12780,Los Angeles County,California,2023,9829544.0
12781,Madera County,California,2023,159410.0
